"STATDISPID","TITLE","CYCLE","SURVEY_DATE"
"0000030172","家計の収入の種類（２３），６５歳以上の親族のいる世帯の人員 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030173","家計の収入の種類（２３），６５歳以上の親族人員 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030174","家計の収入の種類（２３），６５歳以上の親族のみの世帯の数 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030175","家計の収入の種類（２３），６５歳以上の親族のみの世帯の人員 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030176","家計の収入の種類（２３），一般世帯数 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030177","家計の収入の種類（２３），一般世帯の親族就業者数 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030178","世帯の家族類型（２０），普通世帯数 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030179","世帯の家族類型（２０），普通世帯人員 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030180","世帯の家族類型（２０），普通世帯の親族人員 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030181","世帯の家族類型（２０），普通世帯の１世帯当たり親族人員 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030182","世帯の家族類型（２０），６歳未満の親族のいる世帯の数 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030183","世帯の家族類型（２０），６歳未満の親族のいる世帯の人員 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030184","世帯の家族類型（２０），６歳未満の親族人員 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030185","世帯の家族類型（２０），１８歳未満の親族のいる世帯の数 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030186","世帯の家族類型（２０），１８歳未満の親族のいる世帯の人員 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030187","世帯の家族類型（２０），１８歳未満の親族人員 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030188","世帯の家族類型（２０），６５歳以上の親族のいる世帯の数 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030189","世帯の家族類型（２０），６５歳以上の親族のいる世帯の人員 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030190","世帯の家族類型（２０），６５歳以上の親族人員 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030191","一般世帯・単独世帯（２），世帯数 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030192","一般世帯・単独世帯（２），世帯人員 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030193","一般世帯・単独世帯（２），親族人員 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030194","一般世帯・単独世帯（２），１世帯当たり親族人員 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030195","一般世帯・単独世帯（２），６歳未満の親族のいる世帯の数 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030196","一般世帯・単独世帯（２），６歳未満の親族のいる世帯の人員 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030197","一般世帯・単独世帯（２），６歳未満の親族人員 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030198","一般世帯・単独世帯（２），１８歳未満の親族のいる世帯の数 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030199","一般世帯・単独世帯（２），１８歳未満の親族のいる世帯の人員 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030200","一般世帯・単独世帯（２），１８歳未満の親族人員 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
"0000030201","一般世帯・単独世帯（２），６５歳以上の親族のいる世帯の数 都道府県・市部・郡部・ＤＩＤ（都道府県・市部・郡部）・支庁・市区町村・ＤＩＤ（市区町村） 全域・人口集中地区の別","-",
