"STATDISPID","TAG_NAME"
"0000030312","昭和55年国勢調査"
"0000030312","第2次基本集計"
"0000030312","全国編"
"0000030313","昭和55年国勢調査"
"0000030313","第2次基本集計"
"0000030313","全国編"
"0000030314","昭和55年国勢調査"
"0000030314","第2次基本集計"
"0000030314","全国編"
"0000030315","昭和55年国勢調査"
"0000030315","第2次基本集計"
"0000030315","全国編"
"0000030316","昭和55年国勢調査"
"0000030316","第2次基本集計"
"0000030316","全国編"
"0000030317","昭和55年国勢調査"
"0000030317","第2次基本集計"
"0000030317","全国編"
"0000030318","昭和55年国勢調査"
"0000030318","第2次基本集計"
"0000030318","全国編"
"0000030319","昭和55年国勢調査"
"0000030319","第2次基本集計"
"0000030319","全国編"
"0000034066","平成17年国勢調査"
"0000034066","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034067","平成17年国勢調査"
"0000034067","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034068","平成17年国勢調査"
"0000034068","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034069","平成17年国勢調査"
"0000034069","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034070","平成17年国勢調査"
"0000034070","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034071","平成17年国勢調査"
"0000034071","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034072","平成17年国勢調査"
"0000034072","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034073","平成17年国勢調査"
"0000034073","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034074","平成17年国勢調査"
"0000034074","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034075","平成17年国勢調査"
"0000034075","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034076","平成17年国勢調査"
"0000034076","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034077","平成17年国勢調査"
"0000034077","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034078","平成17年国勢調査"
"0000034078","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034079","平成17年国勢調査"
"0000034079","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034080","平成17年国勢調査"
"0000034080","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034081","平成17年国勢調査"
"0000034081","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034082","平成17年国勢調査"
"0000034082","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034083","平成17年国勢調査"
"0000034083","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034084","平成17年国勢調査"
"0000034084","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034085","平成17年国勢調査"
"0000034085","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034086","平成17年国勢調査"
"0000034086","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034087","平成17年国勢調査"
"0000034087","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034088","平成17年国勢調査"
"0000034088","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034089","平成17年国勢調査"
"0000034089","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034090","平成17年国勢調査"
"0000034090","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034091","平成17年国勢調査"
"0000034091","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034092","平成17年国勢調査"
"0000034092","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000034093","平成17年国勢調査"
"0000034093","通勤・通学人口，従業地による就業者の産業別構成など（従業地・通学地集計結果その1）"
"0000033782","平成17年国勢調査"
"0000033782","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033782","都道府県結果"
"0000033784","平成17年国勢調査"
"0000033784","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033784","都道府県結果"
"0000033786","平成17年国勢調査"
"0000033786","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033786","都道府県結果"
"0000033787","平成17年国勢調査"
"0000033787","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033787","都道府県結果"
"0000033788","平成17年国勢調査"
"0000033788","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033788","都道府県結果"
"0000033789","平成17年国勢調査"
"0000033789","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033789","都道府県結果"
"0000033790","平成17年国勢調査"
"0000033790","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033790","都道府県結果"
"0000033791","平成17年国勢調査"
"0000033791","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033791","都道府県結果"
"0000033792","平成17年国勢調査"
"0000033792","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033792","都道府県結果"
"0000033793","平成17年国勢調査"
"0000033793","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033793","都道府県結果"
"0000033794","平成17年国勢調査"
"0000033794","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033794","都道府県結果"
"0000033783","平成17年国勢調査"
"0000033783","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033783","都道府県結果"
"0000033803","平成17年国勢調査"
"0000033803","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033803","都道府県結果"
"0000033804","平成17年国勢調査"
"0000033804","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033804","都道府県結果"
"0000033805","平成17年国勢調査"
"0000033805","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033805","都道府県結果"
"0000033806","平成17年国勢調査"
"0000033806","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033806","都道府県結果"
"0000033807","平成17年国勢調査"
"0000033807","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033807","都道府県結果"
"0000033808","平成17年国勢調査"
"0000033808","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033808","都道府県結果"
"0000033809","平成17年国勢調査"
"0000033809","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033809","都道府県結果"
"0000033810","平成17年国勢調査"
"0000033810","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033810","都道府県結果"
"0000033811","平成17年国勢調査"
"0000033811","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033811","都道府県結果"
"0000033812","平成17年国勢調査"
"0000033812","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033812","都道府県結果"
"0000033813","平成17年国勢調査"
"0000033813","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033813","都道府県結果"
"0000033814","平成17年国勢調査"
"0000033814","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033814","都道府県結果"
"0000033815","平成17年国勢調査"
"0000033815","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033815","都道府県結果"
"0000033816","平成17年国勢調査"
"0000033816","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033816","都道府県結果"
"0000033817","平成17年国勢調査"
"0000033817","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033817","都道府県結果"
"0000033818","平成17年国勢調査"
"0000033818","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033818","都道府県結果"
"0000033819","平成17年国勢調査"
"0000033819","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033819","都道府県結果"
"0000033820","平成17年国勢調査"
"0000033820","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033820","都道府県結果"
"0000033821","平成17年国勢調査"
"0000033821","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033821","都道府県結果"
"0000033822","平成17年国勢調査"
"0000033822","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033822","都道府県結果"
"0000033823","平成17年国勢調査"
"0000033823","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033823","都道府県結果"
"0000033824","平成17年国勢調査"
"0000033824","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033824","都道府県結果"
"0000033825","平成17年国勢調査"
"0000033825","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033825","都道府県結果"
"0000033826","平成17年国勢調査"
"0000033826","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033826","都道府県結果"
"0000033827","平成17年国勢調査"
"0000033827","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033827","都道府県結果"
"0000033828","平成17年国勢調査"
"0000033828","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033828","都道府県結果"
"0000033829","平成17年国勢調査"
"0000033829","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033829","都道府県結果"
"0003009188","平成17年国勢調査"
"0003009188","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0003009188","都道府県結果"
"0000033833","平成17年国勢調査"
"0000033833","男女・年齢・配偶関係，世帯の構成，住居の状態など（第1次基本集計）"
"0000033833","都道府県結果"
"0000033834","平成17年国勢調査"
